match_id,inning,over,runs_scored,wickets,cumulative_score
335986,2,4,2,1,23
335986,2,5,3,0,26
335986,2,6,7,0,33
335986,2,7,1,0,34
335986,2,8,1,0,35
335986,2,9,3,0,38
335986,2,10,11,0,49
335986,2,11,15,0,64
335986,2,12,4,1,68
335986,2,13,9,0,77
335986,2,14,4,0,81
335986,2,15,6,0,87
335986,2,16,3,1,90
335986,2,17,13,0,103
335986,2,18,9,0,112
335987,1,0,1,0,1
335987,1,1,5,0,6
335987,1,2,10,0,16
335987,1,3,8,0,24
335987,1,4,14,1,38
335987,1,5,16,0,54
335987,1,6,5,1,59
335987,1,7,11,1,70
335987,1,8,3,1,73
335987,1,9,9,0,82
335987,1,10,3,0,85
335987,1,11,12,0,97
335987,1,12,4,0,101
335987,1,13,11,0,112
335987,1,14,3,0,115
335987,1,15,13,0,128
335987,1,16,8,1,136
335987,1,17,2,2,138
335987,1,18,11,1,149
335987,1,19,17,0,166
335987,2,0,6,0,6
335987,2,1,7,1,13
335987,2,2,15,1,28
335987,2,3,14,0,42
335987,2,4,6,1,48
335987,2,5,5,0,53
335987,2,6,7,0,60
335987,2,7,5,0,65
335987,2,8,11,0,76
335987,2,9,11,0,87
335987,2,10,12,0,99
335987,2,11,3,1,102
335987,2,12,12,0,114
335987,2,13,13,0,127
335987,2,14,15,0,142
335987,2,15,10,0,152
335987,2,16,2,0,154
335987,2,17,10,0,164
335987,2,18,4,0,168
335988,1,0,1,0,1
335988,1,1,8,1,9
335988,1,2,6,0,15
335988,1,3,1,0,16
335988,1,4,7,0,23
335988,1,5,2,1,25
335988,1,6,9,0,34
335988,1,7,2,1,36
335988,1,8,7,0,43
335988,1,9,2,1,45
335988,1,10,9,0,54
335988,1,11,6,0,60
335988,1,12,2,1,62
335988,1,13,6,0,68
335988,1,14,5,0,73
335988,1,15,9,0,82
335988,1,16,8,1,90
335988,1,17,26,0,116
335988,1,18,12,1,128
335988,1,19,14,1,142
335988,2,0,4,0,4
335988,2,1,14,0,18
335988,2,2,12,0,30
335988,2,3,2,1,32
335988,2,4,5,0,37
335988,2,5,11,0,48
335988,2,6,7,0,55
335988,2,7,5,0,60
335988,2,8,23,0,83
335988,2,9,12,0,95
335988,2,10,5,0,100
335988,2,11,12,0,112
335988,2,12,30,0,142
335988,2,13,1,0,143
335989,1,0,7,0,7
335989,1,1,9,0,16
335989,1,2,18,0,34
335989,1,3,1,1,35
335989,1,4,5,1,40
335989,1,5,13,0,53
335989,1,6,6,0,59
335989,1,7,5,0,64
335989,1,8,8,0,72
335989,1,9,10,0,82
335989,1,10,14,0,96
335989,1,11,16,0,112
335989,1,12,11,0,123
335989,1,13,14,0,137
335989,1,14,6,1,143
335989,1,15,15,0,158
335989,1,16,10,0,168
335989,1,17,14,0,182
335989,1,18,12,1,194
335989,1,19,14,1,208
335989,2,0,9,1,9
335989,2,1,4,0,13
335989,2,2,12,0,25
335989,2,3,6,1,31
335989,2,4,19,0,50
335989,2,5,2,0,52
335989,2,6,5,0,57
335989,2,7,11,0,68
335989,2,8,7,0,75
335989,2,9,8,1,83
335989,2,10,7,0,90
335989,2,11,9,1,99
335989,2,12,11,0,110
335989,2,13,20,0,130
335989,2,14,4,1,134
335989,2,15,13,1,147
335989,2,16,21,0,168
335989,2,17,13,0,181
335989,2,18,9,1,190
335989,2,19,12,0,202
335990,1,0,12,0,12
335990,1,1,10,0,22
335990,1,2,10,2,32
335990,1,3,1,0,33
335990,1,4,15,0,48
335990,1,5,10,0,58
335990,1,6,3,0,61
335990,1,7,11,0,72
335990,1,8,6,1,78
335990,1,9,7,0,85
335990,1,10,14,0,99
335990,1,11,9,0,108
335990,1,12,10,0,118
335990,1,13,11,0,129
335990,1,14,19,0,148
335990,1,15,12,0,160
335990,1,16,11,0,171
335990,1,17,15,1,186
335990,1,18,17,0,203
335990,1,19,11,1,214
335990,2,0,5,0,5
335990,2,1,9,0,14
335990,2,2,5,1,19
335990,2,3,16,0,35
335990,2,4,22,0,57
335990,2,5,16,0,73
335990,2,6,9,0,82
335990,2,7,16,0,98
335990,2,8,12,0,110
335990,2,9,4,1,114
335990,2,10,7,0,121
335990,2,11,5,1,126
335990,2,12,8,0,134
335990,2,13,5,0,139
335990,2,14,20,0,159
335990,2,15,17,0,176
335990,2,16,10,0,186
335990,2,17,6,2,192
335990,2,18,6,2,198
335990,2,19,19,0,217
335991,1,0,2,0,2
335991,1,1,6,1,8
335991,1,2,7,0,15
335991,1,3,10,0,25
335991,1,4,18,0,43
335991,1,5,17,0,60
335991,1,6,10,0,70
335991,1,7,11,0,81
335991,1,8,5,1,86
335991,1,9,8,0,94
335991,1,10,13,1,107
335991,1,11,3,0,110
335991,1,12,6,0,116
335991,1,13,6,1,122
335991,1,14,16,0,138
335991,1,15,8,0,146
335991,1,16,6,1,152
335991,1,17,5,1,157
335991,1,18,12,2,169
335991,1,19,13,2,182
335991,2,0,2,0,2
335991,2,1,12,0,14
335991,2,2,4,2,18
335991,2,3,3,0,21
335991,2,4,13,0,34
335991,2,5,5,0,39
335991,2,6,7,0,46
335991,2,7,15,0,61
335991,2,8,4,1,65
335991,2,9,2,1,67
335991,2,10,1,0,68
335991,2,11,22,0,90
335991,2,12,4,1,94
335991,2,13,4,2,98
335991,2,14,3,0,101
335991,2,15,4,1,105
335991,2,16,1,0,106
335991,2,17,7,1,113
335991,2,18,3,0,116
335991,2,19,0,0,116
335992,1,0,1,1,1
335992,1,1,15,0,16
335992,1,2,1,1,17
335992,1,3,12,0,29
335992,1,4,13,0,42
335992,1,5,15,0,57
335992,1,6,7,1,64
335992,1,7,4,1,68
335992,1,8,8,0,76
335992,1,9,1,1,77
335992,1,10,1,0,78
335992,1,11,0,1,78
335992,1,12,10,0,88
335992,1,13,2,1,90
335992,1,14,5,0,95
335992,1,15,13,0,108
335992,1,16,4,0,112
335992,1,17,9,0,121
335992,1,18,9,0,130
335992,1,19,5,1,135
335992,2,0,9,1,9
335992,2,1,9,0,18
335992,2,2,7,0,25
335992,2,3,6,1,31
335992,2,4,8,0,39
335992,2,5,6,0,45
335992,2,6,7,0,52
335992,2,7,9,0,61
335992,2,8,7,0,68
335992,2,9,5,0,73
335992,2,10,6,0,79
335992,2,11,4,0,83
335992,2,12,8,0,91
335992,2,13,26,0,117
335992,2,14,4,0,121
335992,2,15,9,1,130
335992,2,16,4,0,134
335992,2,17,4,0,138
335993,1,0,8,0,8
335993,1,1,16,0,24
335993,1,2,8,2,32
335993,1,3,6,0,38
335993,1,4,12,0,50
335993,1,5,11,1,61
335993,1,6,2,0,63
335993,1,7,2,1,65
335993,1,8,4,0,69
335993,1,9,3,1,72
335993,1,10,3,0,75
335993,1,11,4,0,79
335993,1,12,8,0,87
335993,1,13,5,0,92
335993,1,14,12,1,104
335993,1,15,4,0,108
335993,1,16,11,0,119
335993,1,17,7,1,126
335993,1,18,8,1,134
335993,1,19,13,1,147
335993,2,0,5,0,5
335993,2,1,3,0,8
335993,2,2,10,0,18
335993,2,3,7,0,25
335993,2,4,10,0,35
335993,2,5,10,0,45
335993,2,6,10,0,55
335993,2,7,11,0,66
335993,2,8,6,1,72
335993,2,9,5,0,77
335993,2,10,4,0,81
335993,2,11,9,0,90
335993,2,12,5,0,95
335993,2,13,12,0,107
335993,2,14,14,0,121
335993,2,15,18,0,139
335993,2,16,13,0,152
335994,1,0,6,0,6
335994,1,1,8,0,14
335994,1,2,1,1,15
335994,1,3,3,1,18
335994,1,4,4,0,22
335994,1,5,5,1,27
335994,1,6,8,0,35
335994,1,7,7,0,42
335994,1,8,5,0,47
335994,1,9,7,0,54
335994,1,10,2,1,56
335994,1,11,5,0,61
335994,1,12,8,0,69
335994,1,13,15,1,84
335994,1,14,15,0,99
335994,1,15,15,0,114
335994,1,16,10,1,124
335994,1,17,11,0,135
335994,1,18,12,0,147
335994,1,19,7,1,154
335994,2,0,10,0,10
335994,2,1,10,0,20
335994,2,2,9,0,29
335994,2,3,8,0,37
335994,2,4,10,0,47
335994,2,5,13,0,60
335994,2,6,23,0,83
335994,2,7,14,0,97
335994,2,8,11,0,108
335994,2,9,22,0,130
335994,2,10,17,0,147
335994,2,11,8,0,155
335995,1,0,8,0,8
335995,1,1,3,1,11
335995,1,2,6,1,17
335995,1,3,12,0,29
335995,1,4,11,0,40
335995,1,5,5,1,45
335995,1,6,9,0,54
335995,1,7,4,1,58
335995,1,8,2,0,60
335995,1,9,9,0,69
335995,1,10,12,0,81
335995,1,11,7,1,88
335995,1,12,6,0,94
335995,1,13,4,0,98
335995,1,14,9,0,107
335995,1,15,15,0,122
335995,1,16,6,1,128
335995,1,17,11,1,139
335995,1,18,13,0,152
335995,1,19,6,1,158
335995,2,0,2,1,2
335995,2,1,9,1,11
335995,2,2,10,0,21
335995,2,3,13,0,34
335995,2,4,9,0,43
335995,2,5,12,0,55
335995,2,6,7,0,62
335995,2,7,8,1,70
335995,2,8,5,0,75
335995,2,9,6,0,81
335995,2,10,8,0,89
335995,2,11,14,0,103
335995,2,12,11,0,114
335995,2,13,5,1,119
335995,2,14,4,0,123
335995,2,15,10,0,133
335995,2,16,9,1,142
335995,2,17,13,1,155
335995,2,18,3,0,158
335995,2,19,4,0,162
335996,1,0,1,0,1
335996,1,1,10,0,11
335996,1,2,7,0,18
335996,1,3,4,1,22
335996,1,4,3,0,25
335996,1,5,11,0,36
335996,1,6,7,1,43
335996,1,7,7,0,50
335996,1,8,10,0,60
335996,1,9,5,0,65
335996,1,10,7,0,72
335996,1,11,11,1,83
335996,1,12,3,0,86
335996,1,13,8,0,94
335996,1,14,8,0,102
335996,1,15,14,0,116
335996,1,16,16,0,132
335996,1,17,8,0,140
335996,1,18,24,0,164
335996,1,19,14,2,178
335996,2,0,6,0,6
335996,2,1,6,0,12
335996,2,2,1,0,13
335996,2,3,7,1,20
335996,2,4,12,0,32
335996,2,5,13,0,45
335996,2,6,11,0,56
335996,2,7,13,0,69
335996,2,8,13,0,82
335996,2,9,11,0,93
335996,2,10,9,1,102
335996,2,11,9,0,111
335996,2,12,8,0,119
335996,2,13,8,0,127
335996,2,14,5,1,132
335996,2,15,8,1,140
335996,2,16,8,2,148
335996,2,17,6,1,154
335996,2,18,8,2,162
335996,2,19,3,1,165
335997,1,0,6,2,6
335997,1,1,9,0,15
335997,1,2,7,0,22
335997,1,3,11,0,33
335997,1,4,5,0,38
335997,1,5,2,1,40
335997,1,6,7,0,47
335997,1,7,2,0,49
335997,1,8,6,0,55
335997,1,9,5,0,60
335997,1,10,11,0,71
335997,1,11,3,1,74
335997,1,12,3,0,77
335997,1,13,0,2,77
335997,1,14,10,0,87
335997,1,15,6,1,93
335997,1,16,11,0,104
335997,1,17,14,0,118
335997,1,18,8,0,126
335997,1,19,11,1,137
335997,2,0,6,0,6
335997,2,1,10,0,16
335997,2,2,1,1,17
335997,2,3,8,1,25
335997,2,4,4,1,29
335997,2,5,9,0,38
335997,2,6,5,0,43
335997,2,7,4,0,47
335997,2,8,16,0,63
335997,2,9,6,0,69
335997,2,10,6,0,75
335997,2,11,15,0,90
335997,2,12,8,0,98
335997,2,13,4,0,102
335997,2,14,8,0,110
335997,2,15,11,0,121
335997,2,16,8,0,129
335997,2,17,3,0,132
335997,2,18,6,0,138
335998,1,0,3,0,3
335998,1,1,14,0,17
335998,1,2,10,0,27
335998,1,3,18,0,45
335998,1,4,8,1,53
335998,1,5,5,0,58
335998,1,6,13,0,71
335998,1,7,4,0,75
335998,1,8,4,0,79
335998,1,9,12,0,91
335998,1,10,11,0,102
335998,1,11,11,0,113
335998,1,12,6,0,119
335998,1,13,19,0,138
335998,1,14,13,1,151
335998,1,15,8,0,159
335998,1,16,8,1,167
335998,1,17,11,1,178
335998,1,18,6,1,184
335998,1,19,7,0,191
335998,2,0,7,1,7
335998,2,1,10,0,17
335998,2,2,10,0,27
335998,2,3,15,0,42
335998,2,4,6,2,48
335998,2,5,7,0,55
335998,2,6,4,0,59
335998,2,7,6,0,65
335998,2,8,6,0,71
335998,2,9,12,0,83
335998,2,10,14,0,97
335998,2,11,10,0,107
335998,2,12,11,0,118
335998,2,13,12,0,130
335998,2,14,4,0,134
335998,2,15,6,1,140
335998,2,16,4,0,144
335998,2,17,13,0,157
335998,2,18,5,1,162
335998,2,19,19,0,181
335999,1,0,6,0,6
335999,1,1,10,0,16
335999,1,2,10,0,26
335999,1,3,4,1,30
335999,1,4,8,0,38
335999,1,5,12,0,50
335999,1,6,4,1,54
335999,1,7,5,0,59
335999,1,8,8,1,67
335999,1,9,9,0,76
335999,1,10,7,0,83
335999,1,11,7,1,90
335999,1,12,3,1,93
335999,1,13,5,0,98
335999,1,14,13,1,111
335999,1,15,8,0,119
335999,1,16,9,1,128
335999,1,17,9,0,137
335999,1,18,17,0,154
335999,1,19,10,1,164
335999,2,0,11,0,11
335999,2,1,6,0,17
335999,2,2,11,0,28
335999,2,3,5,0,33
335999,2,4,4,0,37
335999,2,5,4,1,41
335999,2,6,5,1,46
335999,2,7,9,0,55
335999,2,8,12,0,67
335999,2,9,10,0,77
335999,2,10,13,1,90
335999,2,11,11,0,101
335999,2,12,7,0,108
335999,2,13,2,0,110
335999,2,14,19,0,129
335999,2,15,11,0,140
335999,2,16,8,0,148
335999,2,17,10,0,158
335999,2,18,9,0,167
336000,1,0,5,0,5
336000,1,1,6,1,11
336000,1,2,10,0,21
336000,1,3,5,0,26
336000,1,4,12,0,38
336000,1,5,7,0,45
336000,1,6,8,1,53
336000,1,7,7,0,60
336000,1,8,15,0,75
336000,1,9,14,0,89
336000,1,10,14,0,103
336000,1,11,8,2,111
336000,1,12,8,0,119
336000,1,13,12,0,131
336000,1,14,11,0,142
336000,1,15,14,0,156
336000,1,16,8,0,164
336000,1,17,16,1,180
336000,1,18,9,0,189
336000,1,19,7,2,196
336000,2,0,9,0,9
336000,2,1,13,1,22
336000,2,2,9,0,31
336000,2,3,8,0,39
336000,2,4,5,1,44
336000,2,5,7,1,51
336000,2,6,3,0,54
336000,2,7,16,0,70
336000,2,8,4,0,74
336000,2,9,4,0,78
336000,2,10,15,0,93
336000,2,11,7,0,100
336000,2,12,7,0,107
336000,2,13,13,1,120
336000,2,14,8,1,128
336000,2,15,8,0,136
336000,2,16,7,0,143
336000,2,17,4,2,147
336000,2,18,4,2,151
336000,2,19,0,1,151
336001,1,0,4,0,4
336001,1,1,7,0,11
336001,1,2,2,0,13
336001,1,3,15,1,28
336001,1,4,9,0,37
336001,1,5,10,0,47
336001,1,6,7,0,54
336001,1,7,11,0,65
336001,1,8,5,1,70
336001,1,9,12,0,82
336001,1,10,16,0,98
336001,1,11,8,0,106
336001,1,12,8,0,114
336001,1,13,5,0,119
336001,1,14,7,1,126
336001,1,15,1,0,127
336001,1,16,10,0,137
336001,1,17,7,1,144
336001,1,18,14,1,158
336001,1,19,11,1,169
336001,2,0,8,0,8
336001,2,1,17,0,25
336001,2,2,6,0,31
336001,2,3,12,0,43
336001,2,4,11,0,54
336001,2,5,10,0,64
336001,2,6,19,0,83
336001,2,7,10,0,93
336001,2,8,8,0,101
336001,2,9,5,0,106
336001,2,10,7,0,113
336001,2,11,5,1,118
336001,2,12,5,0,123
336001,2,13,11,0,134
336001,2,14,8,1,142
336001,2,15,5,0,147
336001,2,16,7,0,154
336001,2,17,2,0,156
336001,2,18,16,0,172
336002,1,0,8,0,8
336002,1,1,9,0,17
336002,1,2,2,0,19
336002,1,3,3,0,22
336002,1,4,12,0,34
336002,1,5,7,0,41
336002,1,6,10,0,51
336002,1,7,14,0,65
336002,1,8,11,0,76
336002,1,9,5,0,81
336002,1,10,20,0,101
336002,1,11,7,1,108
336002,1,12,1,1,109
336002,1,13,8,1,117
336002,1,14,6,1,123
336002,1,15,8,0,131
336002,1,16,18,0,149
336002,1,17,9,1,158
336002,1,18,6,2,164
336002,1,19,1,3,165
336002,2,0,10,0,10
336002,2,1,6,0,16
336002,2,2,8,1,24
336002,2,3,6,0,30
336002,2,4,6,0,36
336002,2,5,7,0,43
336002,2,6,3,1,46
336002,2,7,7,0,53
336002,2,8,5,0,58
336002,2,9,3,0,61
336002,2,10,18,0,79
336002,2,11,4,1,83
336002,2,12,5,0,88
336002,2,13,15,0,103
336002,2,14,3,0,106
336002,2,15,17,1,123
336002,2,16,14,0,137
336002,2,17,13,1,150
336002,2,18,21,0,171
336003,1,0,5,0,5
336003,1,1,11,0,16
336003,1,2,7,0,23
336003,1,3,9,1,32
336003,1,4,12,0,44
336003,1,5,5,0,49
336003,1,6,8,0,57
336003,1,7,11,0,68
336003,1,8,14,1,82
336003,1,9,3,0,85
336003,1,10,6,0,91
336003,1,11,11,1,102
336003,1,12,2,1,104
336003,1,13,7,1,111
336003,1,14,8,0,119
336003,1,15,9,0,128
336003,1,16,12,0,140
336003,1,17,10,0,150
336003,1,18,7,1,157
336003,1,19,21,0,178
336003,2,0,10,0,10
336003,2,1,6,0,16
336003,2,2,7,1,23
336003,2,3,2,2,25
336003,2,4,4,1,29
336003,2,5,2,0,31
336003,2,6,4,0,35
336003,2,7,7,0,42
336003,2,8,3,0,45
336003,2,9,7,1,52
336003,2,10,5,0,57
336003,2,11,6,0,63
336003,2,12,17,0,80
336003,2,13,5,0,85
336003,2,14,16,0,101
336003,2,15,12,0,113
336003,2,16,11,0,124
336003,2,17,18,0,142
336003,2,18,18,1,160
336003,2,19,9,0,169
336004,1,0,5,0,5
336004,1,1,9,0,14
336004,1,2,3,0,17
336004,1,3,9,0,26
336004,1,4,9,0,35
336004,1,5,15,2,50
336004,1,6,4,0,54
336004,1,7,4,0,58
336004,1,8,4,0,62
336004,1,9,12,0,74
336004,1,10,4,0,78
336004,1,11,14,0,92
336004,1,12,10,1,102
336004,1,13,8,1,110
336004,1,14,2,1,112
336004,1,15,6,1,118
336004,1,16,6,0,124
336004,1,17,10,0,134
336004,1,18,22,1,156
336004,1,19,6,1,162
336004,2,0,2,0,2
336004,2,1,2,1,4
336004,2,2,2,1,6
336004,2,3,16,0,22
336004,2,4,7,0,29
336004,2,5,8,0,37
336004,2,6,5,1,42
336004,2,7,11,0,53
336004,2,8,12,0,65
336004,2,9,16,0,81
336004,2,10,4,1,85
336004,2,11,5,0,90
336004,2,12,11,0,101
336004,2,13,8,0,109
336004,2,14,5,1,114
336004,2,15,5,0,119
336004,2,16,10,1,129
336004,2,17,3,2,132
336004,2,18,1,2,133
336005,1,0,1,2,1
336005,1,1,9,0,10
336005,1,2,2,1,12
336005,1,3,4,0,16
336005,1,4,14,0,30
336005,1,5,8,1,38
336005,1,6,3,0,41
336005,1,7,5,1,46
336005,1,8,5,0,51
336005,1,9,7,0,58
336005,1,10,1,0,59
336005,1,11,17,0,76
336005,1,12,8,0,84
336005,1,13,3,0,87
336005,1,14,4,2,91
336005,1,15,5,0,96
336005,1,16,1,2,97
336005,1,17,1,0,98
336005,1,18,11,1,109
336005,2,0,0,0,0
336005,2,1,6,0,6
336005,2,2,8,0,14
336005,2,3,10,0,24
336005,2,4,10,0,34
336005,2,5,10,0,44
336005,2,6,14,0,58
336005,2,7,8,0,66
336005,2,8,8,0,74
336005,2,9,4,0,78
336005,2,10,10,1,88
336005,2,11,4,1,92
336005,2,12,12,0,104
336005,2,13,4,0,108
336005,2,14,2,0,110
336006,1,0,1,2,1
336006,1,1,6,0,7
336006,1,2,4,0,11
336006,1,3,4,1,15
336006,1,4,4,0,19
336006,1,5,7,0,26
336006,1,6,6,0,32
336006,1,7,8,0,40
336006,1,8,5,0,45
336006,1,9,6,0,51
336006,1,10,7,0,58
336006,1,11,11,0,69
336006,1,12,3,1,72
336006,1,13,12,0,84
336006,1,14,13,0,97
336006,1,15,5,2,102
336006,1,16,13,1,115
336006,1,17,2,1,117
336006,1,18,9,1,126
336006,1,19,0,1,126
336006,2,0,6,0,6
336006,2,1,7,1,13
336006,2,2,9,0,22
336006,2,3,10,0,32
336006,2,4,12,0,44
336006,2,5,8,0,52
336006,2,6,3,0,55
336006,2,7,8,0,63
336006,2,8,4,1,67
336006,2,9,14,0,81
336006,2,10,0,1,81
336006,2,11,12,0,93
336006,2,12,6,0,99
336006,2,13,4,0,103
336006,2,14,6,1,109
336006,2,15,1,0,110
336006,2,16,7,0,117
336006,2,17,3,0,120
336006,2,18,7,0,127
336007,1,0,4,1,4
336007,1,1,6,0,10
336007,1,2,4,0,14
336007,1,3,7,1,21
336007,1,4,10,0,31
336007,1,5,3,1,34
336007,1,6,9,1,43
336007,1,7,7,0,50
336007,1,8,10,0,60
336007,1,9,6,0,66
336007,1,10,4,0,70
336007,1,11,7,0,77
336007,1,12,4,0,81
336007,1,13,3,1,84
336007,1,14,2,1,86
336007,1,15,9,0,95
336007,1,16,12,0,107
336007,1,17,14,0,121
336007,1,18,3,1,124
336007,1,19,20,0,144
336007,2,0,3,0,3
336007,2,1,1,0,4
336007,2,2,11,0,15
336007,2,3,9,0,24
336007,2,4,6,1,30
336007,2,5,20,0,50
336007,2,6,8,0,58
336007,2,7,13,0,71
336007,2,8,6,0,77
336007,2,9,1,1,78
336007,2,10,10,0,88
336007,2,11,6,0,94
336007,2,12,7,0,101
336007,2,13,11,0,112
336007,2,14,3,0,115
336007,2,15,10,0,125
336007,2,16,2,1,127
336007,2,17,21,0,148
336008,1,0,5,0,5
336008,1,1,7,0,12
336008,1,2,9,1,21
336008,1,3,5,1,26
336008,1,4,5,0,31
336008,1,5,17,0,48
336008,1,6,8,0,56
336008,1,7,12,0,68
336008,1,8,6,1,74
336008,1,9,5,0,79
336008,1,10,3,1,82
336008,1,11,3,1,85
336008,1,12,9,0,94
336008,1,13,1,1,95
336008,1,14,7,1,102
336008,1,15,1,2,103
336008,1,16,0,1,103
336008,2,0,2,0,2
336008,2,1,4,0,6
336008,2,2,2,0,8
336008,2,3,13,0,21
336008,2,4,8,0,29
336008,2,5,5,0,34
336008,2,6,7,0,41
336008,2,7,5,1,46
336008,2,8,5,0,51
336008,2,9,13,0,64
336008,2,10,8,1,72
336008,2,11,1,1,73
336008,2,12,11,0,84
336008,2,13,7,0,91
336008,2,14,11,0,102
336008,2,15,2,0,104
336009,1,0,7,0,7
336009,1,1,12,0,19
336009,1,2,11,0,30
336009,1,3,9,0,39
336009,1,4,6,1,45
336009,1,5,5,1,50
336009,1,6,9,0,59
336009,1,7,8,0,67
336009,1,8,7,0,74
336009,1,9,9,0,83
336009,1,10,14,0,97
336009,1,11,3,0,100
336009,1,12,6,0,106
336009,1,13,13,0,119
336009,1,14,14,0,133
336009,1,15,6,0,139
336009,1,16,15,0,154
336009,1,17,13,1,167
336009,1,18,9,1,176
336009,1,19,11,1,187
336009,2,0,9,0,9
336009,2,1,15,0,24
336009,2,2,4,0,28
336009,2,3,6,0,34
336009,2,4,8,0,42
336009,2,5,20,0,62
336009,2,6,9,1,71
336009,2,7,13,0,84
336009,2,8,11,0,95
336009,2,9,3,1,98
336009,2,10,2,1,100
336009,2,11,7,0,107
336009,2,12,8,0,115
336009,2,13,23,0,138
336009,2,14,4,1,142
336009,2,15,6,0,148
336009,2,16,7,0,155
336009,2,17,11,0,166
336009,2,18,7,2,173
336009,2,19,15,0,188
336010,1,0,2,0,2
336010,1,1,7,0,9
336010,1,2,10,1,19
